h_a,minutes_since_last_goal_before_match,reliability_score,delay_score,time_last_3_matches,goals_last_3_matches,xG_last_3_matches,total_team_matches_before_match,team_pts_before_match,total_team_goals_scored_before_match,total_team_xg_before_match,total_opponent_matches_before_match,opponent_pts_before_match,total_opponent_goals_conceded_before_match,total_opponent_xga_before_match,opponent_clean_sheet_rate_before_match,scored,starting,league_Bundesliga,league_EPL,league_La_Liga,league_Ligue_1,league_Serie_A,ratio_min_goals_last_3_matches,ratio_min_xg_last_3_matches,ratio_pts_match,ratio_pts_match_opponent,ratio_goals_scored,ratio_xG,ratio_goals_conceded_opponent,ratio_xga_opponent
1,359.0,0.5663747672529937,1.3765547984843316,266.0,0.0,2.2787893265485764,33,79,75,81.568561,33,37,51,55.775987,0.18181818181818182,1,1,0.0,1.0,0.0,0.0,0.0,300.0,116.72864924414931,2.393939393939394,1.121212121212121,2.272727272727273,2.4717745757575758,1.5454545454545454,1.6901814242424242
0,28.0,0.5663747672529937,-0.7700141641655021,266.0,1.0,2.332899793982506,34,82,80,84.079601,34,60,40,49.247416,0.2647058823529412,0,1,0.0,1.0,0.0,0.0,0.0,266.0,114.02118543030517,2.411764705882353,1.7647058823529411,2.3529411764705883,2.4729294411764706,1.1764705882352942,1.4484534117647059
1,118.0,0.5663747672529937,-0.18635492960814548,270.0,1.0,2.5467682629823685,35,82,81,85.506301,35,67,31,34.3885577,0.34285714285714286,0,1,0.0,1.0,0.0,0.0,0.0,270.0,106.01671299445954,2.342857142857143,1.9142857142857144,2.3142857142857145,2.4430371714285712,0.8857142857142857,0.98253022
0,208.0,0.5663747672529937,0.3973043049492111,270.0,1.0,0.5808677226305007,36,83,83,88.253121,36,55,56,54.206341,0.2222222222222222,0,1,0.0,1.0,0.0,0.0,0.0,270.0,464.8218337512125,2.3055555555555554,1.5277777777777777,2.3055555555555554,2.451475583333333,1.5555555555555556,1.5057316944444445
1,298.0,0.5663747672529937,0.9809635395065677,270.0,0.0,1.8731956630945206,37,83,85,91.318121,37,52,50,56.963115,0.2972972972972973,1,1,0.0,1.0,0.0,0.0,0.0,300.0,144.13870655346267,2.2432432432432434,1.4054054054054055,2.2972972972972974,2.4680573243243247,1.3513513513513513,1.5395436486486487
1,7.0,0.5663747672529937,-0.906201318895552,270.0,1.0,2.276050567626953,0,0,0,0.0,0,0,0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,270.0,118.62653837322532,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.5663747672529937,-0.9515970371389019,270.0,2.0,2.570987045764923,1,3,4,2.33007,1,1,0,0.318601,1.0,0,1,0.0,1.0,0.0,0.0,0.0,135.0,105.0180320607836,3.0,1.0,4.0,2.33007,0.0,0.318601
1,87.0,0.5663747672529937,-0.38739311040012386,270.0,2.0,0.9452090859413147,2,6,7,2.976629,2,6,0,1.533291,1.0,0,1,0.0,1.0,0.0,0.0,0.0,135.0,285.6510839938789,3.0,3.0,3.5,1.4883145,0.0,0.7666455
0,177.0,0.5663747672529937,0.19626612415723274,270.0,1.0,0.3706744387745856,3,9,8,3.458033,3,3,6,7.1222199999999996,0.3333333333333333,1,1,0.0,1.0,0.0,0.0,0.0,270.0,728.4019931144815,3.0,1.0,2.6666666666666665,1.1526776666666667,2.0,2.374073333333333
1,0.0,0.5663747672529937,-0.9515970371389019,270.0,1.0,0.836906798183918,4,12,9,6.252953,4,7,3,5.763654,0.5,0,1,0.0,1.0,0.0,0.0,0.0,270.0,322.61656923554466,3.0,1.75,2.25,1.56323825,0.75,1.4409135
0,86.0,0.5663747672529937,-0.3938782130063167,270.0,1.0,1.0302433744072914,5,15,11,7.314613,5,9,2,4.724154,0.6,0,1,0.0,1.0,0.0,0.0,0.0,270.0,262.07399795735984,3.0,1.8,2.2,1.4629226,0.4,0.9448308000000001
0,176.0,0.5663747672529937,0.18978102155103987,270.0,1.0,1.4262299835681915,6,15,12,10.416373,6,8,8,7.74395,0.3333333333333333,0,1,0.0,1.0,0.0,0.0,0.0,270.0,189.31028172925144,2.5,1.3333333333333333,2.0,1.7360621666666667,1.3333333333333333,1.2906583333333332
1,266.0,0.5663747672529937,0.7734402561083965,270.0,0.0,0.8559332489967345,7,15,13,12.476183,7,10,11,10.371381999999999,0.14285714285714285,0,1,0.0,1.0,0.0,0.0,0.0,300.0,315.44515920660314,2.142857142857143,1.4285714285714286,1.8571428571428572,1.7823118571428573,1.5714285714285714,1.4816259999999999
0,355.0,0.5663747672529937,1.3506143880595602,269.0,0.0,1.0118536055088043,8,15,14,15.085903,8,10,12,10.176742,0.25,1,1,0.0,1.0,0.0,0.0,0.0,300.0,265.84873398235806,1.875,1.25,1.75,1.885737875,1.5,1.27209275
1,2.0,0.5663747672529937,-0.9386268319265162,269.0,1.0,1.220191091299057,9,15,16,17.204283,9,15,8,12.297416,0.3333333333333333,1,1,0.0,1.0,0.0,0.0,0.0,269.0,220.45727256835931,1.6666666666666667,1.6666666666666667,1.7777777777777777,1.911587,0.8888888888888888,1.3663795555555556
0,45.0,0.5663747672529937,-0.6597674198602236,269.0,2.0,1.4211902320384977,10,18,18,18.674493000000002,10,19,8,9.987574,0.4,0,1,0.0,1.0,0.0,0.0,0.0,134.5,189.27796851949742,1.8,1.9,1.8,1.8674493,0.8,0.9987574
1,135.0,0.5663747672529937,-0.07610818530286702,270.0,2.0,1.6571802198886871,11,18,18,19.702593,11,9,20,18.995072,0.0,0,1,0.0,1.0,0.0,0.0,0.0,135.0,162.92736104352966,1.6363636363636365,0.8181818181818182,1.6363636363636365,1.7911448181818181,1.8181818181818181,1.7268247272727273
1,225.0,0.5663747672529937,0.5075510492544896,270.0,1.0,1.1856866180896757,13,21,20,23.063253,13,22,13,18.912815,0.3076923076923077,0,0,0.0,1.0,0.0,0.0,0.0,270.0,227.7161569344619,1.6153846153846154,1.6923076923076923,1.5384615384615385,1.7740963846153845,1.0,1.4548319230769229
1,268.0,0.5663747672529937,0.7864104613207822,223.0,0.0,0.8829122409224508,15,23,24,26.487633,15,23,21,22.335979000000002,0.2,0,0,0.0,1.0,0.0,0.0,0.0,300.0,252.57323396832012,1.5333333333333334,1.5333333333333334,1.6,1.7658422,1.4,1.4890652666666668
0,333.0,0.5663747672529937,1.2079421307233176,198.0,0.0,1.0691565498709676,22,36,33,38.903215,22,27,41,31.991781,0.22727272727272727,0,1,0.0,1.0,0.0,0.0,0.0,300.0,185.1927110430141,1.6363636363636365,1.2272727272727273,1.5,1.7683279545454547,1.8636363636363635,1.4541718636363636
1,423.0,0.5663747672529937,1.791601365280674,198.0,0.0,1.246407352387905,23,36,35,39.84055,23,33,29,26.874537,0.30434782608695654,0,1,0.0,1.0,0.0,0.0,0.0,300.0,158.85657254882653,1.565217391304348,1.434782608695652,1.5217391304347827,1.7321978260869566,1.2608695652173914,1.1684581304347825
1,512.0,0.5663747672529937,2.368775497231838,244.0,0.0,1.517636030912399,24,39,39,42.94028,24,47,23,29.13812,0.4166666666666667,0,1,0.0,1.0,0.0,0.0,0.0,300.0,160.77636207233942,1.625,1.9583333333333333,1.625,1.7891783333333333,0.9583333333333334,1.2140883333333334
0,602.0,0.5663747672529937,2.9524347317891944,269.0,0.0,1.0910907387733457,25,39,40,44.2068,25,36,29,38.780077,0.32,0,1,0.0,1.0,0.0,0.0,0.0,300.0,246.54228144436652,1.56,1.44,1.6,1.768272,1.16,1.5512030799999998
0,692.0,0.5663747672529937,3.536093966346551,269.0,0.0,1.0649171173572538,26,42,41,47.28852,26,27,38,43.839907,0.23076923076923078,0,1,0.0,1.0,0.0,0.0,0.0,300.0,252.60181812793329,1.6153846153846154,1.0384615384615385,1.5769230769230769,1.8187892307692306,1.4615384615384615,1.686150269230769
1,772.0,0.5663747672529937,4.054902174841979,260.0,0.0,0.7045915722846983,27,45,42,49.68486,27,25,49,50.742383,0.1111111111111111,0,1,0.0,1.0,0.0,0.0,0.0,300.0,369.0081037400544,1.6666666666666667,0.9259259259259259,1.5555555555555556,1.84018,1.8148148148148149,1.8793475185185184
0,862.0,0.5663747672529937,4.638561409399336,260.0,0.0,0.6301637589931486,28,48,47,51.78425,29,13,51,50.25226,0.13793103448275862,1,1,0.0,1.0,0.0,0.0,0.0,300.0,412.5911658509496,1.7142857142857142,0.4482758620689655,1.6785714285714286,1.8494375,1.7586206896551724,1.732836551724138
1,8.0,0.5663747672529937,-0.8997162162893592,260.0,1.0,0.5664066970348356,29,48,48,53.95642,29,29,46,45.229957999999996,0.2413793103448276,0,0,0.0,1.0,0.0,0.0,0.0,260.0,459.0341204669924,1.6551724137931034,1.0,1.6551724137931034,1.8605662068965518,1.5862068965517242,1.559653724137931
1,32.0,0.5663747672529937,-0.7440737537407307,204.0,1.0,0.8532929420471189,31,49,50,56.213981000000004,31,44,44,48.758794,0.1935483870967742,1,1,0.0,1.0,0.0,0.0,0.0,204.0,239.07381620969167,1.5806451612903225,1.4193548387096775,1.6129032258064515,1.8133542258064517,1.4193548387096775,1.5728643225806451
0,51.0,0.5663747672529937,-0.6208568042230665,204.0,2.0,1.2989075779914854,32,52,52,58.228971,32,47,37,49.380805,0.34375,1,1,0.0,1.0,0.0,0.0,0.0,102.0,157.05505415208015,1.625,1.46875,1.625,1.81965534375,1.15625,1.54315015625
1,62.0,0.5663747672529937,-0.5495206755549451,204.0,2.0,1.3853797018527982,33,55,54,59.612301,32,43,36,46.787723,0.375,0,1,0.0,1.0,0.0,0.0,0.0,102.0,147.25204918707243,1.6666666666666667,1.34375,1.6363636363636365,1.8064333636363636,1.125,1.46211634375
0,125.0,0.5663747672529937,-0.14095921136479553,243.0,2.0,1.1827521175146098,36,59,60,62.714342,36,59,46,53.751719,0.25,0,0,0.0,1.0,0.0,0.0,0.0,121.5,205.4530246884114,1.6388888888888888,1.6388888888888888,1.6666666666666667,1.7420650555555557,1.2777777777777777,1.4931033055555556
1,40.0,0.2987119511745003,-1.0320255902881261,90.0,1.0,0.3878659307956695,1,1,1,1.4834,1,1,1,1.29994,0.0,0,1,0.0,1.0,0.0,0.0,0.0,90.0,232.0389414336384,1.0,1.0,1.0,1.4834,1.0,1.29994
0,130.0,0.2987119511745003,-0.5257783665888788,180.0,1.0,0.5545249581336974,2,4,4,3.19574,2,6,2,4.57415,0.0,1,1,0.0,1.0,0.0,0.0,0.0,180.0,324.6021614713355,2.0,3.0,2.0,1.59787,1.0,2.287075
0,33.0,0.2987119511745003,-1.0714003743536231,270.0,2.0,1.3066161274909973,3,7,7,6.14844,2,0,7,7.78167,0.0,1,1,0.0,1.0,0.0,0.0,0.0,135.0,206.64064549582895,2.3333333333333335,0.0,2.3333333333333335,2.04948,3.5,3.890835
1,54.0,0.2987119511745003,-0.953276022157132,270.0,2.0,1.4641837775707245,4,10,9,7.37372,4,12,2,2.794688,0.5,0,1,0.0,1.0,0.0,0.0,0.0,135.0,184.4030811814934,2.5,3.0,2.25,1.84343,0.5,0.698672
0,144.0,0.2987119511745003,-0.44702879845788474,270.0,2.0,1.2975247502326965,5,10,10,8.269352,5,13,4,6.093986,0.2,1,1,0.0,1.0,0.0,0.0,0.0,135.0,208.0885161932969,2.0,2.6,2.0,1.6538704,0.8,1.2187972
1,49.0,0.2987119511745003,-0.9814008679182014,270.0,2.0,1.2814529538154602,6,10,11,9.808132,6,1,17,17.50201,0.0,1,1,0.0,1.0,0.0,0.0,0.0,135.0,210.69833207382987,1.6666666666666667,0.16666666666666666,1.8333333333333333,1.6346886666666667,2.8333333333333335,2.9170016666666663
1,67.0,0.2987119511745003,-0.8801514231783519,270.0,2.0,2.0007526874542236,7,13,13,13.005662000000001,7,12,7,6.9049000000000005,0.42857142857142855,0,1,0.0,1.0,0.0,0.0,0.0,135.0,134.9492127103178,1.8571428571428572,1.7142857142857142,1.8571428571428572,1.8579517142857145,1.0,0.9864142857142858
0,157.0,0.2987119511745003,-0.3739041994791046,270.0,2.0,2.0512034073472023,8,14,15,13.937007,8,16,12,14.21016,0.25,1,1,0.0,1.0,0.0,0.0,0.0,135.0,131.6300465535926,1.75,2.0,1.875,1.742125875,1.5,1.77627
1,35.0,0.2987119511745003,-1.0601504360491953,270.0,2.0,1.3886880949139593,9,14,16,14.596629,9,7,14,14.956317,0.1111111111111111,0,1,0.0,1.0,0.0,0.0,0.0,135.0,194.42810879481814,1.5555555555555556,0.7777777777777778,1.7777777777777777,1.6218476666666666,1.5555555555555556,1.661813
0,125.0,0.2987119511745003,-0.5539032123499481,270.0,1.0,0.5306881442666052,10,14,16,15.215207,10,13,12,13.545045,0.3,1,1,0.0,1.0,0.0,0.0,0.0,270.0,508.77337833339345,1.4,1.3,1.6,1.5215207,1.2,1.3545045
1,65.0,0.2987119511745003,-0.8914013614827796,270.0,2.0,1.0956651568412779,11,14,18,16.970257,11,13,15,17.125661,0.2727272727272727,1,1,0.0,1.0,0.0,0.0,0.0,135.0,246.42565140830996,1.2727272727272727,1.1818181818181819,1.6363636363636365,1.5427506363636363,1.3636363636363635,1.5568782727272727
1,26.0,0.2987119511745003,-1.1107751584191201,270.0,2.0,1.5037476420402525,13,20,23,20.403907,13,15,18,19.357559,0.38461538461538464,0,1,0.0,1.0,0.0,0.0,0.0,135.0,179.55140374063683,1.5384615384615385,1.1538461538461537,1.7692307692307692,1.5695313076923076,1.3846153846153846,1.489043
0,116.0,0.2987119511745003,-0.6045279347198728,270.0,2.0,1.554547667503357,14,21,24,21.550507,14,27,20,24.187887,0.2857142857142857,1,1,0.0,1.0,0.0,0.0,0.0,135.0,173.68396328021697,1.5,1.9285714285714286,1.7142857142857142,1.5393219285714286,1.4285714285714286,1.7277062142857142
0,39.0,0.2987119511745003,-1.03765055944034,270.0,2.0,1.418286383152008,15,24,26,23.291407,15,18,26,26.395513,0.26666666666666666,0,1,0.0,1.0,0.0,0.0,0.0,135.0,190.3705790363371,1.6,1.2,1.7333333333333334,1.5527604666666666,1.7333333333333334,1.7597008666666667
1,129.0,0.2987119511745003,-0.5314033357410927,270.0,1.0,1.4679137766361237,16,24,26,24.274407,16,19,26,29.884736999999998,0.125,1,1,0.0,1.0,0.0,0.0,0.0,270.0,183.93450916356474,1.5,1.1875,1.625,1.5171504375,1.625,1.8677960624999999
1,17.0,0.2987119511745003,-1.1613998807890449,270.0,2.0,1.280561774969101,17,27,29,25.312687,17,28,21,31.464593,0.35294117647058826,1,1,0.0,1.0,0.0,0.0,0.0,135.0,210.8449629511352,1.588235294117647,1.6470588235294117,1.7058823529411764,1.4889815882352941,1.2352941176470589,1.850858411764706
0,19.0,0.2987119511745003,-1.150149942484617,270.0,2.0,1.878520280122757,18,30,31,26.827367,18,40,16,16.589244400000002,0.3888888888888889,0,1,0.0,1.0,0.0,0.0,0.0,135.0,143.7301491269267,1.6666666666666667,2.2222222222222223,1.7222222222222223,1.4904092777777778,0.8888888888888888,0.921624688888889
1,109.0,0.2987119511745003,-0.6439027187853699,270.0,2.0,1.347306340932846,19,33,33,28.424477,19,30,33,30.79081,0.0,0,1,0.0,1.0,0.0,0.0,0.0,135.0,200.3998584412939,1.736842105263158,1.5789473684210527,1.736842105263158,1.496025105263158,1.736842105263158,1.620568947368421
0,199.0,0.2987119511745003,-0.13765549508612251,270.0,1.0,1.0771249532699585,20,34,33,29.407577,20,9,49,45.336463,0.05,0,1,0.0,1.0,0.0,0.0,0.0,270.0,250.66729647319778,1.7,0.45,1.65,1.47037885,2.45,2.26682315
1,289.0,0.2987119511745003,0.3685917286131248,270.0,0.0,0.3508220613002777,21,35,35,31.831677,20,25,39,35.653309,0.25,0,1,0.0,1.0,0.0,0.0,0.0,300.0,769.6209269145705,1.6666666666666667,1.25,1.6666666666666667,1.5157941428571429,1.95,1.78266545
0,379.0,0.2987119511745003,0.8748389523123721,270.0,0.0,0.7321366965770721,22,36,36,33.144477,22,35,32,39.148321,0.2727272727272727,0,1,0.0,1.0,0.0,0.0,0.0,300.0,368.78359090907423,1.6363636363636365,1.5909090909090908,1.6363636363636365,1.5065671363636364,1.4545454545454546,1.7794691363636366
1,469.0,0.2987119511745003,1.3810861760116193,270.0,0.0,0.8558586537837981,23,36,36,34.325177000000004,23,49,22,21.1763974,0.34782608695652173,0,1,0.0,1.0,0.0,0.0,0.0,300.0,315.4726528806073,1.565217391304348,2.130434782608696,1.565217391304348,1.4923990000000003,0.9565217391304348,0.9207129304347825
0,559.0,0.2987119511745003,1.8873333997108666,270.0,0.0,0.5623745582997797,24,36,36,34.516242,24,21,44,37.12316,0.125,0,1,0.0,1.0,0.0,0.0,0.0,300.0,480.1070674610313,1.5,0.875,1.5,1.43817675,1.8333333333333333,1.5467983333333333
1,649.0,0.2987119511745003,2.393580623410114,270.0,0.0,0.2817745842039583,25,36,36,35.036258000000004,25,25,44,39.646357,0.16,1,1,0.0,1.0,0.0,0.0,0.0,300.0,958.2127528030156,1.44,1.0,1.44,1.4014503200000001,1.76,1.5858542800000002
0,28.0,0.2987119511745003,-1.0995252201146923,270.0,3.0,1.3771411813795564,26,39,40,37.104988,26,31,34,38.770642,0.3076923076923077,0,1,0.0,1.0,0.0,0.0,0.0,90.0,196.05832985803713,1.5,1.1923076923076923,1.5384615384615385,1.4271149230769231,1.3076923076923077,1.4911785384615386
1,118.0,0.2987119511745003,-0.5932779964154451,270.0,3.0,1.319803215563297,27,42,43,39.284468000000004,27,13,60,51.688446,0.07407407407407407,0,1,0.0,1.0,0.0,0.0,0.0,90.0,204.5759525481706,1.5555555555555556,0.48148148148148145,1.5925925925925926,1.4549802962962965,2.2222222222222223,1.9143868888888889
1,208.0,0.2987119511745003,-0.0870307727161978,270.0,3.0,1.3115743845701218,28,43,45,41.158608,28,55,41,44.514142,0.21428571428571427,0,1,0.0,1.0,0.0,0.0,0.0,90.0,205.85946414964067,1.5357142857142858,1.9642857142857142,1.6071428571428572,1.4699502857142857,1.4642857142857142,1.5897907857142857
0,298.0,0.2987119511745003,0.4192164509830495,270.0,0.0,0.0924858301877975,29,44,46,42.486898000000004,28,40,48,48.528872,0.2857142857142857,1,1,0.0,1.0,0.0,0.0,0.0,300.0,2919.3661283220395,1.5172413793103448,1.4285714285714286,1.5862068965517242,1.4650654482758623,1.7142857142857142,1.733174
1,43.0,0.2987119511745003,-1.0151506828314845,270.0,1.0,0.5845466405153275,30,44,49,43.481482,29,56,43,50.093789,0.20689655172413793,0,1,0.0,1.0,0.0,0.0,0.0,270.0,461.8964190128132,1.4666666666666666,1.9310344827586208,1.6333333333333333,1.4493827333333333,1.4827586206896552,1.7273720344827586
0,133.0,0.2987119511745003,-0.5089034591322372,270.0,1.0,0.6466399133205413,31,45,50,44.951652,30,42,47,55.53347,0.16666666666666666,0,1,0.0,1.0,0.0,0.0,0.0,270.0,417.5430474335107,1.4516129032258065,1.4,1.6129032258064515,1.4500532903225807,1.5666666666666667,1.8511156666666666
1,189.0,0.2987119511745003,-0.19390518660826112,236.0,1.0,0.6466399133205413,34,48,54,48.891412,34,74,34,41.9848755,0.2647058823529412,1,1,0.0,1.0,0.0,0.0,0.0,236.0,364.96355257151305,1.411764705882353,2.176470588235294,1.588235294117647,1.437982705882353,1.0,1.2348492794117647
0,48.0,0.2987119511745003,-0.9870258370704152,236.0,1.0,0.3284311592578887,35,49,56,49.685437,34,51,59,55.934614,0.20588235294117646,0,1,0.0,1.0,0.0,0.0,0.0,236.0,718.5676308339841,1.4,1.5,1.6,1.4195839142857143,1.7352941176470589,1.645135705882353
1,138.0,0.2987119511745003,-0.4807786133711679,236.0,1.0,0.46968203783035267,36,49,56,50.579336,36,26,78,86.821628,0.05555555555555555,0,1,0.0,1.0,0.0,0.0,0.0,236.0,502.46758656170346,1.3611111111111112,0.7222222222222222,1.5555555555555556,1.4049815555555556,2.1666666666666665,2.411711888888889
1,228.0,0.2987119511745003,0.025468610328079382,270.0,1.0,2.23078590631485,0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0.0,270.0,121.03357800302177,0.0,0.0,0.0,0.0,0.0,0.0
0,304.0,0.2987119511745003,0.45296626589633265,256.0,0.0,2.0569338500499725,1,0,1,2.8047,1,0,2,1.38064,0.0,1,1,0.0,1.0,0.0,0.0,0.0,300.0,124.45708936812945,0.0,0.0,1.0,2.8047,2.0,1.38064
1,19.0,0.2987119511745003,-1.150149942484617,256.0,1.0,1.8767387047410011,2,3,3,4.33891,2,6,1,1.541229,0.5,0,1,0.0,1.0,0.0,0.0,0.0,256.0,136.40684201444506,1.5,3.0,1.5,2.169455,0.5,0.7706145
0,107.0,0.2987119511745003,-0.6551526570897975,254.0,1.0,0.19645788520574559,3,3,4,5.286111,3,4,3,3.6067329999999997,0.0,0,1,0.0,1.0,0.0,0.0,0.0,254.0,1292.897965047277,1.0,1.3333333333333333,1.3333333333333333,1.762037,1.0,1.2022443333333332
1,197.0,0.2987119511745003,-0.14890543339055023,268.0,1.0,0.5334864184260366,4,4,5,5.96883,4,7,5,5.595498,0.25,0,1,0.0,1.0,0.0,0.0,0.0,268.0,502.3558065277269,1.0,1.75,1.25,1.4922075,1.25,1.3988745
0,287.0,0.2987119511745003,0.35734179030869706,268.0,0.0,0.5389960184693334,5,4,5,6.727097,5,6,9,10.96107,0.0,0,1,0.0,1.0,0.0,0.0,0.0,300.0,497.2207415577562,0.8,1.2,1.0,1.3454194,1.8,2.192214
1,377.0,0.2987119511745003,0.8635890140079443,270.0,0.0,0.598974712193012,6,5,6,7.605714,6,4,10,13.9961,0.16666666666666666,1,1,0.0,1.0,0.0,0.0,0.0,300.0,450.770282123356,0.8333333333333334,0.6666666666666666,1.0,1.267619,1.6666666666666667,2.332683333333333
0,42.0,0.2987119511745003,-1.0207756519836984,270.0,1.0,0.8414081111550329,7,8,10,11.999734,7,10,8,7.849305,0.2857142857142857,0,1,0.0,1.0,0.0,0.0,0.0,270.0,320.8906551059518,1.1428571428571428,1.4285714285714286,1.4285714285714286,1.7142477142857142,1.1428571428571428,1.1213292857142858
1,132.0,0.2987119511745003,-0.5145284282844511,270.0,1.0,0.7486405353993176,8,8,11,12.858537,8,11,9,14.522273,0.5,1,1,0.0,1.0,0.0,0.0,0.0,270.0,360.6537279683695,1.0,1.375,1.375,1.607317125,1.125,1.815284125
0,0.0,0.2987119511745003,-1.2570243563766805,270.0,2.0,1.5005397032946348,9,11,13,15.851657,9,16,7,11.18139,0.3333333333333333,0,1,0.0,1.0,0.0,0.0,0.0,135.0,179.9352588986343,1.2222222222222223,1.7777777777777777,1.4444444444444444,1.7612952222222222,0.7777777777777778,1.2423766666666667
1,89.0,0.2987119511745003,-0.756402101829647,270.0,1.0,0.9399763960391281,10,11,13,15.983974,10,9,17,17.979544999999998,0.2,0,1,0.0,1.0,0.0,0.0,0.0,270.0,287.24125535250226,1.1,0.9,1.3,1.5983974,1.7,1.7979545
0,179.0,0.2987119511745003,-0.2501548781303997,270.0,1.0,1.0644601471722124,11,12,13,17.107674,11,18,11,18.147139,0.2727272727272727,0,1,0.0,1.0,0.0,0.0,0.0,270.0,253.6497028256694,1.0909090909090908,1.6363636363636365,1.1818181818181819,1.5552430909090909,1.0,1.649739909090909
1,269.0,0.2987119511745003,0.2560923455688476,270.0,0.0,0.37023310735821696,12,15,15,18.050498,12,22,12,14.91064,0.3333333333333333,0,1,0.0,1.0,0.0,0.0,0.0,300.0,729.2702749534579,1.25,1.8333333333333333,1.25,1.5042081666666667,1.0,1.2425533333333334
0,359.0,0.2987119511745003,0.7623395692680949,270.0,0.0,0.3835540153086184,13,15,17,19.285888,13,10,27,30.82853,0.07692307692307693,0,1,0.0,1.0,0.0,0.0,0.0,300.0,703.9425719028137,1.1538461538461537,0.7692307692307693,1.3076923076923077,1.4835298461538462,2.076923076923077,2.3714253846153848
1,449.0,0.2987119511745003,1.2685867929673422,270.0,0.0,0.49298474565148337,14,15,18,22.163048,14,9,36,26.793163,0.07142857142857142,1,1,0.0,1.0,0.0,0.0,0.0,300.0,547.684289182605,1.0714285714285714,0.6428571428571429,1.2857142857142858,1.5830748571428572,2.5714285714285716,1.913797357142857
0,19.0,0.2987119511745003,-1.150149942484617,270.0,1.0,0.7422356642782687,15,18,20,23.361128,15,24,20,21.590933,0.13333333333333333,0,1,0.0,1.0,0.0,0.0,0.0,270.0,363.7658670882397,1.2,1.6,1.3333333333333333,1.5574085333333334,1.3333333333333333,1.4393955333333333
1,109.0,0.2987119511745003,-0.6439027187853699,270.0,1.0,0.9615438580512998,16,19,21,25.179398,16,24,25,26.355361,0.1875,0,1,0.0,1.0,0.0,0.0,0.0,270.0,280.7984240544076,1.1875,1.5,1.3125,1.573712375,1.5625,1.6472100625
0,199.0,0.2987119511745003,-0.13765549508612251,270.0,1.0,1.1883733272552488,17,20,22,26.408768,17,6,36,43.77695,0.11764705882352941,1,1,0.0,1.0,0.0,0.0,0.0,270.0,227.20132958858233,1.1764705882352942,0.35294117647058826,1.2941176470588236,1.5534569411764705,2.1176470588235294,2.5751147058823527
1,32.0,0.2987119511745003,-1.077025343505837,270.0,1.0,1.7123248279094694,18,23,23,28.309878,17,42,17,17.339883,0.4117647058823529,0,1,0.0,1.0,0.0,0.0,0.0,270.0,157.68036274381166,1.2777777777777777,2.4705882352941178,1.2777777777777777,1.5727710000000001,1.0,1.019993117647059
0,95.0,0.2987119511745003,-0.7226522869163639,243.0,1.0,1.4945993758738039,23,27,28,33.198261,23,40,30,36.058375,0.17391304347826086,1,1,0.0,1.0,0.0,0.0,0.0,243.0,162.58537499919152,1.173913043478261,1.7391304347826086,1.2173913043478262,1.4434026521739132,1.3043478260869565,1.5677554347826086
1,49.0,0.2987119511745003,-0.9814008679182014,243.0,2.0,1.4631445445120335,24,27,29,34.385061,24,31,42,43.689412,0.125,0,1,0.0,1.0,0.0,0.0,0.0,121.5,166.08065205276202,1.125,1.2916666666666667,1.2083333333333333,1.432710875,1.75,1.8203921666666665
0,139.0,0.2987119511745003,-0.47515364421895406,243.0,1.0,0.49146825447678544,25,27,29,35.058527,25,53,22,23.8807487,0.36,1,1,0.0,1.0,0.0,0.0,0.0,243.0,494.4368182207344,1.08,2.12,1.16,1.40234108,0.88,0.955229948
1,41.0,0.2987119511745003,-1.0264006211359122,264.0,2.0,1.2480641603469846,26,30,30,36.085367,26,17,59,58.54744,0.038461538461538464,0,1,0.0,1.0,0.0,0.0,0.0,132.0,211.52758679217516,1.1538461538461537,0.6538461538461539,1.1538461538461537,1.3878987307692308,2.269230769230769,2.2518246153846153
1,131.0,0.2987119511745003,-0.5201533974366649,264.0,1.0,0.8986403048038482,27,33,32,37.789737,27,44,38,41.357025,0.2962962962962963,0,1,0.0,1.0,0.0,0.0,0.0,264.0,293.7771637759169,1.2222222222222223,1.6296296296296295,1.1851851851851851,1.3996198888888889,1.4074074074074074,1.5317416666666668
0,221.0,0.2987119511745003,-0.013906173737417631,264.0,1.0,1.0822492837905882,28,33,32,38.613723,28,33,35,42.813075,0.32142857142857145,0,1,0.0,1.0,0.0,0.0,0.0,264.0,243.93640536802903,1.1785714285714286,1.1785714285714286,1.1428571428571428,1.3790615357142857,1.25,1.5290383928571427
0,311.0,0.2987119511745003,0.49234104996182965,270.0,0.0,0.5345237553119657,29,34,33,39.129752,29,26,58,49.222447,0.1724137931034483,0,1,0.0,1.0,0.0,0.0,0.0,300.0,505.1225456620147,1.1724137931034482,0.896551724137931,1.1379310344827587,1.3493017931034483,2.0,1.6973257586206898
1,401.0,0.2987119511745003,0.9985882736610769,270.0,0.0,0.5768801122903822,30,34,33,40.860322,30,44,38,44.832425,0.2,1,1,0.0,1.0,0.0,0.0,0.0,300.0,468.0348555058023,1.1333333333333333,1.4666666666666666,1.1,1.3620107333333331,1.2666666666666666,1.4944141666666666
